id,place_id,name,formatted_address,formatted_phone_number,international_phone_number,lat,long,rating,url,vicinity,website,state,city
27150,ChIJyaHy9mNP6B4RndPVB6cBzVc,@Nature Cottages,"Nelspruit, South Africa",082 574 0412,+27 82 574 0412,-25.5760209,31.0136674,3.5,https://maps.google.com/?cid=6326714868428034973,Nelspruit,not available,Mpumalanga,hillsowen
27153,ChIJS9ZSWPdP6B4Ruhp7cF0IGRo,@Nature Cottages,"Plot C20E, Claremont, Nelspruit, 1200, South Africa",082 574 0412,+27 82 574 0412,-25.5760532,31.0136039,5,https://maps.google.com/?cid=1880543516815989434,"Plot C20E, Claremont, Nelspruit",not available,Mpumalanga,hillsowen
26334,ChIJ-zYY-D0SiR4R9lJMidFlTWY,@peace Accommodation,"4 Queen Mary St, Aliwal North, 9750, South Africa",082 733 0297,+27 82 733 0297,-30.682487,26.7194819,4.7,https://maps.google.com/?cid=7371660115701420790,"4 Queen Mary Street, Aliwal North",http://peaceaccommodation.business.site/,Free State,gladdegrond
33239,ChIJHyFnG-9CeR4RF4wh1_AZjPw,@R62Langklip Estate Twee Riviere,"359, Kareedouw, 6410, South Africa",076 147 4455,+27 76 147 4455,-33.8152045,23.9217803,3.5,https://maps.google.com/?cid=18197948716489477143,"359, Kareedouw",not available,Eastern Cape,brandhoek
20828,ChIJM2Yy2ZxfzB0R9IEqdicdNt8,@Rosie's,"78 Coral Rd, Table View, Cape Town, 7441, South Africa",021 554 3012,+27 21 554 3012,-33.8119503,18.4717358,4.7,https://maps.google.com/?cid=16084075174523732468,"78 Coral Road, Table View, Cape Town",http://atrosies.co.za/,Western Cape,table view
25084,ChIJ_wPz9gvQjx4Rm2QuqzyVCCE,@The Villa Guest House,"67 Kenneth Kaunda Road, Helicon Heights, Bloemfontein, 9301, South Africa",051 436 8589,+27 51 436 8589,-29.073695,26.2361501,4.9,https://maps.google.com/?cid=2380316490867827867,"67 Kenneth Kaunda Road, Helicon Heights, Bloemfontein",https://www.atthevilla.co.za/,Free State,bayswater
22895,ChIJIzQbRTaTMxwRhYteVt_XGqc,@TheBay Guest Villa,"80 Voortrekker St, Lambert's Bay, 8130, South Africa",082 883 4835,+27 82 883 4835,-32.091749,18.306847,5,https://maps.google.com/?cid=12041173907955157893,"80 Voortrekker Street, Lambert's Bay",http://www.atthebayguestvilla.co.za/,Western Cape,lambertsbaai
19452,ChIJccQBY3FglR4RFX8Elti3Snc,@Yarona Guesthouse Bed a Breakfast,"34 Suikerbos Dr, Lydiana, Pretoria, Gauteng, South Africa, 0184, South Africa",072 946 6150,+27 72 946 6150,-25.7403797,28.2918293,4.2,https://maps.google.com/?cid=8595884979647708949,"34 Suikerbos Drive, Lydiana, Pretoria, Gauteng, South Africa",not available,Gauteng,pyramid
16079,ChIJhzxgzP3Pjx4RbhJMTtK3kmk,#Adeo Luxury Four star Accommodation,"13A Innes St, Waverley, Bloemfontein, 9301, South Africa",074 455 0978,+27 74 455 0978,-29.092826,26.237501,3.9,https://maps.google.com/?cid=7607344834466812526,"13A Innes Street, Waverley, Bloemfontein",http://www.a-deo.co.za/,North West,stillerus
34181,ChIJg3CBgKv69h4RyayCBcoRZYU,#Phezulu - Private Wildlife Park,"Phezulu, Outer West Durban, 3610, South Africa",not available,not available,-29.7533392,30.7177377,4.7,https://maps.google.com/?cid=9612108539065707721,"Phezulu, Outer West Durban",http://www.facebook.com/phezuluprivatewildlifepark,KwaZulu Natal,hammarsdale
26267,ChIJq10GJm1BekgRhTSLVJTXl4k,1 & 3 Rose Cottages,"The Village. Endon, Endon, Stoke-on-Trent ST9 9EX, UK",07894 954406,+44 7894 954406,53.0834689,-2.1036188,4.6,https://maps.google.com/?cid=9914630136752977029,"The Village. Endon, Stoke-on-Trent",http://holidaycottagesstaffordshire.co.uk/,Free State,endon
25926,ChIJm3YXswtdzB0REuKB3rVsbJs,"1 Hares Crescent, Salt River, Cape Town, 7925","1 Hares Cres, Salt River, Cape Town, 7925, South Africa",079 998 9617,+27 79 998 9617,-33.934872,18.4552892,5,https://maps.google.com/?cid=11199445901741515282,"1 Hares Crescent, Salt River, Cape Town",https://abnb.me/nvhC98NAsL,Free State,roodebloem
33249,ChIJI3iV7jlawokRGIVhEkj651U,1 Hotel Brooklyn Bridge,"60 Furman St, Brooklyn, NY 11201, USA",(347) 696-2500,+1 347-696-2500,40.7017283,-73.9958811,4.5,https://maps.google.com/?cid=6190191400297006360,"60 Furman Street, Brooklyn",https://www.1hotels.com/brooklyn-bridge?utm_source=google&utm_medium=organic&utm_campaign=GMB,Eastern Cape,brooklyn
25065,ChIJM17UMrNnjx4R7wNVqE0mtJk,1 leliestraat,"Lelie St, Noordmanville, Trompsburg, 9913, South Africa",not available,not available,-30.0201852,25.7742373,0,https://maps.google.com/?cid=11075519498589373423,"Lelie Street, Noordmanville, Trompsburg",not available,Free State,avondkraal
6053,ChIJxwP3URTJxR4ResYC2hItIRQ,1 oak lodge,"Thohoyandou, South Africa",not available,not available,-23.0612226,30.4597158,4.4,https://maps.google.com/?cid=1450490113980286586,Thohoyandou,not available,Limpopo,Far North
13824,ChIJhYxkxfPHxR4RUESXzjV26LE,1 oak lodge,"mashwana, ha-mashawana, Thohoyandou, 0950, South Africa",073 386 6898,+27 73 386 6898,-23.0612663,30.4596902,0,https://maps.google.com/?cid=12819626312781481040,"mashwana, ha-mashawana, Thohoyandou",not available,Limpopo,ha-manavhela
23561,ChIJY-5HXNRCzB0RTanSE9bxMoE,1 on Mona B & B,"1 Mona Cres, Newlands, Cape Town, 7700, South Africa",083 298 2659,+27 83 298 2659,-33.975857,18.470869,4.3,https://maps.google.com/?cid=9309769281486104909,"1 Mona Crescent, Newlands, Cape Town",not available,Western Cape,nuweland
21073,ChIJT_XfhaP0zB0RAEUV0LPV7bM,1 On Rio,"1 Rio Rd, Melkbosstrand, Cape Town, 7441, South Africa",083 454 9318,+27 83 454 9318,-33.72542,18.44578,4.5,https://maps.google.com/?cid=12965253870536443136,"1 Rio Road, Melkbosstrand, Cape Town",not available,Western Cape,van riebeeckstrand
31797,ChIJH08ofd1dZB4RU5tQYbkkTBw,1 On Ross Bed N Breakfast,"1 Ross St, Grahamstown, 6139, South Africa",083 680 3111,+27 83 680 3111,-33.3008702,26.5233457,4.5,https://maps.google.com/?cid=2039045109912214355,"1 Ross Street, Grahamstown",http://1-on-ross.co.za/,Eastern Cape,grahamstad
22909,ChIJpwMpsqpBzB0RLT3fNZ4E68A,1 Yarmouth,"1 Yarmouth Rd, Muizenberg, Cape Town, 7945, South Africa",076 687 2337,+27 76 687 2337,-34.100986,18.474191,5,https://maps.google.com/?cid=13901209752364334381,"1 Yarmouth Road, Muizenberg, Cape Town",http://www.1yarmouth.detcro.com/,Western Cape,lavender hill
19818,ChIJtdGbqU4MlR4RhKrKypDhV1A,10 2ND AVENUE HOUGHTON ESTATE - BOUTIQUE HOTEL,"10 2nd Ave, Houghton Estate, Johannesburg, 2041, South Africa",011 853 2400,+27 11 853 2400,-26.1677,28.0594,4.6,https://maps.google.com/?cid=5789343858001881732,"10 2nd Avenue, Houghton Estate, Johannesburg",http://www.houghtonestate.com/,Gauteng,houghton estate
19177,ChIJRU1Y9JcLlR4RPCFtf4WFf2s,10 Cadoza Bed & Breakfast,"10 Cadoza St, Westdene, Johannesburg, 2092, South Africa",011 673 3003,+27 11 673 3003,-26.176346,27.996661,3,https://maps.google.com/?cid=7746056692515545404,"10 Cadoza Street, Westdene, Johannesburg",not available,Gauteng,westdene
20188,ChIJS86wL8QT1h0Rs1CwoHR7_O0,10 Elf Beach House,"10 Elf St, Glentana, Groot Brakrivier, 6525, South Africa",064 850 8864,+27 64 850 8864,-34.049107,22.316521,4.6,https://maps.google.com/?cid=17148717221962338483,"10 Elf Street, Glentana, Groot Brakrivier",not available,Western Cape,great brak river
34630,ChIJQRIY3cwP9x4RyYkPfqtAigU,10 Isikhulu Holiday Apartment on the beach Umdloti,"53, 55 N Beach Rd, Umdloti Beach, Umdloti, 4350, South Africa",not available,not available,-29.65945,31.12392,3.8,https://maps.google.com/?cid=399202622274243017,"53, 55 North Beach Road, Umdloti Beach, Umdloti",http://www.10isikhulu.co.za/,KwaZulu Natal,umdhloti beach
32548,ChIJp5GNRlzSeh4RiwCgHIwd7K0,10 on Cape Self Catering Apartments,"10 Cape Rd, Port Elizabeth Central, Port Elizabeth, 6001, South Africa",041 373 0027,+27 41 373 0027,-33.962143,25.607822,3.8,https://maps.google.com/?cid=12532424350678122635,"10 Cape Road, Port Elizabeth Central, Port Elizabeth",http://www.10oncape.co.za/,Eastern Cape,umga flats
16755,ChIJVetsYiF1a0gRr2rVQj-IDZ0,10 Treverbyn Road,"10 Treverbyn Rd, Padstow PL28 8DW, UK",01841 532487,+44 1841 532487,50.5384913,-4.9372654,4.9,https://maps.google.com/?cid=11316851243937524399,"10 Treverbyn Road, Padstow",http://www.10treverbynroad.co.uk/,North West,padstow
23414,ChIJ5dLLOh1XzB0RcDQ68f-wu1E,10 van der westhuizen,"10 Van Der Westhuizen Ave, Valmary Park, Cape Town, 7550, South Africa",084 472 3383,+27 84 472 3383,-33.83914,18.65497,0,https://maps.google.com/?cid=5889495551027328112,"10 Van Der Westhuizen Avenue, Valmary Park, Cape Town",http://www.10vdw.co.za/,Western Cape,sonstraal
23470,ChIJ7zDTVxdXzB0RLPcGbon1ndg,10 Windell Self Catering Accommodation,"10 Windell St, Durbanville, Cape Town, 7550, South Africa",021 976 0643,+27 21 976 0643,-33.83184,18.65316,4.1,https://maps.google.com/?cid=15608901854141282092,"10 Windell Street, Durbanville, Cape Town",https://10-windell-self-catering-accommodation.business.site/,Western Cape,morning star
34457,ChIJv8Smns5E9x4RcytZ6GGuOuI,100 Nkwazi,"100 Nkwazi Dve, Zinkwazi Beach, KwaDukuza, 4480, South Africa",082 447 9563,+27 82 447 9563,-29.28556,31.43961,3.9,https://maps.google.com/?cid=16301533536754150259,"100 Nkwazi Dve, Zinkwazi Beach, KwaDukuza",not available,KwaZulu Natal,thrings post
24140,ChIJoerdoXI0K4gRHRr0NslgT1s,101 Auburn Ave,"101 Auburn Ave, Toronto, ON M6H 2L8, Canada",(416) 878-9068,+1 416-878-9068,43.6743623,-79.4465064,2,https://maps.google.com/?cid=6579583997938244125,"101 Auburn Avenue, Toronto",not available,Free State,the junction
34069,ChIJhQ2NYUgfZx4RrPQl-4Gr0cU,104on13th B&B,"104 13th Ave, Gonubie, 5256, South Africa",082 202 4052,+27 82 202 4052,-32.947995,28.008035,4.5,https://maps.google.com/?cid=14254362870357030060,"104 13th Avenue, Gonubie",https://www.104on13th.co.za/,Eastern Cape,gonubie
23538,ChIJ5YBsLlmyzR0R5fyzDbG3bGM,107 Dorpstraat Boutique Hotel,"107 Dorp St, Stellenbosch Central, Stellenbosch, 7600, South Africa",021 882 8696,+27 21 882 8696,-33.93933,18.858758,4.4,https://maps.google.com/?cid=7164303078306610405,"107 Dorp Street, Stellenbosch Central, Stellenbosch",http://www.107dorp.co.za/,Western Cape,nenta
23191,ChIJK-e0YWceeR4R42xASdZDrUg,107 The Dunes,"Keurboomstrand Road, Keurboomstrand, 6530, South Africa",082 450 0007,+27 82 450 0007,-34.0091292,23.4223495,0,https://maps.google.com/?cid=5236916529332776163,"Keurboomstrand Road, Keurboomstrand",http://www.107thedunes.co.za/,Western Cape,keurbooms strand
27173,ChIJY-tRjB-flR4RMd9Z_lTObxk,108,"108 C R Swart Rd, Wilro Park, Roodepoort, 1724, South Africa",not available,not available,-26.1096963,27.8551089,3,https://maps.google.com/?cid=1832910437802958641,"108 C R Swart Road, Wilro Park, Roodepoort",not available,Mpumalanga,roodekrans
18279,ChIJUxxMWxPvdhwREM1hfUY2txU,10de Laan B&B,"Nangolo Mbumba Dr, Walvis Bay, Namibia",081 284 3392,+264 81 284 3392,-22.9641454,14.4966513,3.8,https://maps.google.com/?cid=1564779071913708816,"Nangolo Mbumba Drive, Walvis Bay",not available,North West,rooibank
21981,ChIJ3fh1IBBDzB0RMkxAyLM-QBM,11 On Liberty Guest House,"11 Liberty St, Plumstead, Cape Town, 7801, South Africa",021 705 5994,+27 21 705 5994,-34.0318479,18.480764,1,https://maps.google.com/?cid=1387177627109837874,"11 Liberty Street, Plumstead, Cape Town",http://www.11onliberty.co.za/,Western Cape,parkwood
34049,ChIJpbd9sNhdZB4RizF_7dFzFY4,11 Worcester-on-Durban Guest House,"11 Worcester St, Grahamstown, 6139, South Africa",046 636 1165,+27 46 636 1165,-33.308533,26.514709,4.8,https://maps.google.com/?cid=10238216673366585739,"11 Worcester Street, Grahamstown",http://11worcesterondurban.co.za/,Eastern Cape,glen ambrose
15049,ChIJ2-BPm0iozR0RBvOboa-CwCQ,110 Main,"110 Main Rd, Hoog-En-Droog, Paarl, 7646, South Africa",084 556 6420,+27 84 556 6420,-33.74847,18.96169,3.3,https://maps.google.com/?cid=2648260271736091398,"110 Main Road, Hoog-En-Droog, Paarl",http://www.110main.co.za/,Limpopo,hoog-en-droog
34761,ChIJPYRV2-sT9x4RpcP3oG82qUM,110 Zimbali Suites,"5 Cork Wood Drive Zimbali, Coastal Resort, Port Zimbali, Dolphin Coast, 4420, South Africa",082 387 2384,+27 82 387 2384,-29.5627651,31.1889217,4,https://maps.google.com/?cid=4875487924675134373,"Coastal Resort, 5 Cork Wood Drive Zimbali, Dolphin Coast",not available,KwaZulu Natal,upper tongaat
20686,ChIJk4COY-fKzR0RKYBTJYK2KQ8,1102 Ocean View,"36 Beach Rd, Strand, 7139, South Africa",084 707 6287,+27 84 707 6287,-34.12404,18.83172,4.5,https://maps.google.com/?cid=1092605054702288937,"36 Beach Road, Strand",https://1102-ocean-view.business.site/,Western Cape,strand
23232,ChIJnRG4HWFnzB0R9Aodm8QaV2c,1110 Icon Hotel,"24 Hans Strijdom Ave, Cape Town City Centre, Cape Town, 8000, South Africa",021 418 2821,+27 21 418 2821,-33.9179473,18.4236593,4.4,https://maps.google.com/?cid=7446449940598688500,"24 Hans Strijdom Avenue, Cape Town City Centre, Cape Town",http://icon1110accommodation.co.za/,Western Cape,roggebaai
33050,ChIJq_cVSWbieB4RIFG5RE_cnWg,113 on Robberg B&B,"113 Robberg Rd, Plettenberg Bay, 6600, South Africa",044 533 5301,+27 44 533 5301,-34.075348,23.3617481,4.3,https://maps.google.com/?cid=7538423584301601056,"113 Robberg Road, Plettenberg Bay",http://www.113robberg.co.za/,Eastern Cape,kwa-dick
33415,ChIJ87vkfTcfZx4Rd7cTca_TyEs,119 On Oceanway,"119 Oceanway Rd, Gonubie, 5256, South Africa",071 413 4710,+27 71 413 4710,-32.9537056,28.0069478,3.5,https://maps.google.com/?cid=5460847298656581495,"119 Oceanway Road, Gonubie",not available,Eastern Cape,conubie mouth
20104,ChIJPckeaE3fvx4RHBGUGqSxoX4,11th Avenue Guesthouse,"325 11th Ave, Gezina, Pretoria, 0031, South Africa",072 301 7851,+27 72 301 7851,-25.7252443,28.2082341,4.3,https://maps.google.com/?cid=9124769638407999772,"325 11th Avenue, Gezina, Pretoria",not available,Gauteng,gezina
20333,ChIJSQfrsjdmzB0R-XGTGAe06iI,12 Apostles Hotel & Spa,"Victoria Street, Camps Bay, Cape Town, 8005, South Africa",021 437 9000,+27 21 437 9000,-33.9835262,18.3589679,4.6,https://maps.google.com/?cid=2516021284409930233,"Victoria Street, Camps Bay, Cape Town",http://www.12apostleshotel.com/?utm_source=google&utm_medium=local&utm_campaign=12_apostles,Western Cape,groot zwaarmoed
19152,ChIJqekudoYOlR4RFRJP2YXrE-I,12 Decades Johannesburg Art Hotel,"286 Fox St, City and Suburban, Johannesburg, 2094, South Africa",010 410 5460,+27 10 410 5460,-26.2043633,28.0597055,4.2,https://maps.google.com/?cid=16290623237238231573,"286 Fox Street, City and Suburban, Johannesburg",https://12decadeshotel.co.za/,Gauteng,wemmer
23279,ChIJGV4FkfylNBwR7IbyiyoSu_A,12 on Beach Guest House,"12 Strand St, Saldanha, 7395, South Africa",022 714 1550,+27 22 714 1550,-33.0032229,17.9482289,4.2,https://maps.google.com/?cid=17346478363693450988,"12 Strand Street, Saldanha",http://www.eigevis.com/hoedjiesbaai-hotel.php,Western Cape,saldanha
18856,ChIJmV1H5ZJhlR4RSTGzenJf15Q,12 on Brecher,"12 Brecher St, Sunnyside, Pretoria, 0002, South Africa",082 786 6278,+27 82 786 6278,-25.751818,28.219857,3.5,https://maps.google.com/?cid=10725145982895599945,"12 Brecher Street, Sunnyside, Pretoria",http://www.12onbrecher.co.za/,Gauteng,sunnyside
22422,ChIJW_Hh_XzqLBwRAQ9XK2XsIxY,12 on Jubilee,"12 Jubilee St, Sutherland, 6920, South Africa",071 340 8765,+27 71 340 8765,-32.3977484,20.661517,0,https://maps.google.com/?cid=1595378612282265345,"12 Jubilee Street, Sutherland",not available,Western Cape,rheboksfontein
26818,ChIJ8fI1153k7h4RBjhBdWeMUTY,12 on Top,"23 Market Street, Piet Retief, 2380, South Africa",017 826 1035,+27 17 826 1035,-27.002242,30.800899,4.3,https://maps.google.com/?cid=3914063927138400262,"23 Market Street, Piet Retief",http://www.12ontop.co.za/,Mpumalanga,wittenberg
18975,ChIJn94uqdpblB4RdeCOo_WrdVs,12 On Vaal B&B,"12 Vaal Dr, Sylviavale AH, Vanderbijlpark, 1900, South Africa",083 679 6216,+27 83 679 6216,-26.7336176,27.8199416,4.4,https://maps.google.com/?cid=6590362701225975925,"12 Vaal Drive, Sylviavale AH, Vanderbijlpark",https://www.12onvaaldrive.co.za/,Gauteng,vaalview
19128,ChIJWWwOvtVhlR4R-Jbrh-bc8pM,1202 on Cowgill Guest Rooms,"1202 Cowgill St, Queenswood, Pretoria, 0186, South Africa",082 950 5044,+27 82 950 5044,-25.723551,28.248603,4.5,https://maps.google.com/?cid=10660826150620337912,"1202 Cowgill Street, Queenswood, Pretoria",http://1202-on-cowgill.business.site/,Gauteng,waverley
19453,ChIJN9ACNNNhlR4RMKcCE33cvDw,1233 on Webb Apartments,"1233 Webb Rd, Queenswood, Pretoria, 0186, South Africa",060 539 7784,+27 60 539 7784,-25.7284286,28.2523057,4.3,https://maps.google.com/?cid=4376615367645243184,"1233 Webb Road, Queenswood, Pretoria",https://1233-on-webb-apartments.business.site/,Gauteng,queenswood
19410,ChIJqZf_qS4SlR4R_tiVxQEAwT8,125 on Van Buuren,"125 Van Buuren Rd, Bedfordview, Johannesburg, 2007, South Africa",079 522 9975,+27 79 522 9975,-26.16972,28.15322,4.9,https://maps.google.com/?cid=4593953102504515838,"125 Van Buuren Road, Bedfordview, Johannesburg",http://www.125onvanbuuren.co.za/,Gauteng,bedfordview
23049,ChIJVfv8iQlnzB0RO-s-NCGyrsc,129 On Kloof Nek,"129 Kloof Nek Rd, Higgovale, Cape Town, 8001, South Africa",079 923 7930,+27 79 923 7930,-33.9391955,18.397894,4.9,https://maps.google.com/?cid=14388633715175516987,"129 Kloof Nek Road, Higgovale, Cape Town",http://www.129onkloofnek.com/,Western Cape,higgovale
21641,ChIJg6ZnI4wIzR0RyhpX2vtjKXM,13 Vergezicht Guesthouse in Wellington,"Jan Van Riebeeck Dr, Diemersfontein Estate, Wellington, 7655, South Africa",083 400 8008,+27 83 400 8008,-33.6647261,19.0162422,4.7,https://maps.google.com/?cid=8298273721757932234,"Jan Van Riebeeck Drive, Diemersfontein Estate, Wellington",http://vergezichtguesthouseinwellington.southafricahotels.website/,Western Cape,wellington
33207,ChIJy-XMOOvLzR0RQvw18y6uwiU,13 Vines,"13 Old Sir Lowry's Pass Rd, Helderberg Rural, Cape Town, 7135, South Africa",083 251 4341,+27 83 251 4341,-34.1132461,18.8895401,0,https://maps.google.com/?cid=2720928641557331010,"13 Old Sir Lowry's Pass Road, Helderberg Rural, Cape Town",not available,Eastern Cape,bluerock
19046,ChIJ60upcG1hlR4RzgqTgm7BjT0,131 on Herbert Baker Boutique Hotel,"131 Herbert Baker St, Groenkloof, Pretoria, 0181, South Africa",012 751 2070,+27 12 751 2070,-25.7816889,28.2267497,4.4,https://maps.google.com/?cid=4435413888411044558,"131 Herbert Baker Street, Groenkloof, Pretoria",http://www.131.co.za/,Gauteng,wallmansthall
18753,ChIJfXzsZbZhlR4RAu94DJiUZHo,1322 Backpackers International,"1322 Arcadia St, Hatfield, Pretoria, 0028, South Africa",012 362 3905,+27 12 362 3905,-25.7468051,28.2457488,4.2,https://maps.google.com/?cid=8819337351063465730,"1322 Arcadia Street, Hatfield, Pretoria",https://www.1322backpackers.com/,Gauteng,hatfield
19591,ChIJdf9Dn6ZhlR4RaX58cf6tLTY,137 Murray street guest house,"137 Murray St, Brooklyn, Pretoria, 0181, South Africa",012 346 5940,+27 12 346 5940,-25.762844,28.236649,4.2,https://maps.google.com/?cid=3903967760337370729,"137 Murray Street, Brooklyn, Pretoria",http://www.murray137.co.za/,Gauteng,brooklyn
21976,ChIJ_51cm6ULzh0RWuqsdf8hkQs,138 Marine Beachfront Guesthouse,"138 Kus Road, Sand Bay, Hermanus, 7200, South Africa",028 316 3447,+27 28 316 3447,-34.425822,19.191125,4.7,https://maps.google.com/?cid=833484787114895962,"138 Kus Road, Sand Bay, Hermanus",http://www.138marine.co.za/,Western Cape,papies vlei mission
6045,ChIJ8Q0bZiNsxh4RcORmmCAxkeE,139 on Munnik Guest House,"139 Munnik St, Louis Trichardt, 0920, South Africa",083 407 0124,+27 83 407 0124,-23.0319499,29.90975,4.6,https://maps.google.com/?cid=16253826546222425200,"139 Munnik Street, Louis Trichardt",not available,Limpopo,Far North
33411,ChIJHQNIirYYZx4RIg-OJKJkwic,13onhart Guesthouse,"13 Hart St, Gonubie, 5256, South Africa",063 880 3382,+27 63 880 3382,-32.943504,28.025654,0,https://maps.google.com/?cid=2864962960521826082,"13 Hart Street, Gonubie",not available,Eastern Cape,conubie mouth
